No task specified, assuming we want an unconstrained plan for the first robot, labeled 'boxy'.
Robot 'boxy'
	DOF:      6
14.0677 -14.2749 32.1534 distance: 1.4532 vd v1173 point  15 -15 33
14.145 21.7988 23.2292 distance: 1.40119 vd v1265 point  15 21 24
14.3499 12.5654 12.432 distance: 0.963825 vd v1236 point  15 12 12
13.8236 32.1319 30.9088 distance: 1.59704 vd v1308 point  14.809 33 30
23.9032 -12.1677 23.7922 distance: 0.284003 vd v1391 point  24 -12 24
23.2797 -23.2372 3.91218 distance: 1.39027 vd v1342 point  24 -24 3
31.9705 -22.9775 32.1031 distance: 1.70581 vd v1537 point  33 -24 33
32.5872 -32.2287 32.4836 distance: 0.94667 vd v5 point  33 -33 32.8453
21.5029 -32.0955 32.3083 distance: 1.08717 vd v1148 point  21 -33 32.6415
30.6933 -32.4621 32.2702 distance: 1.07392 vd v1344 point  30.0048 -33 32.8947
31.363 -31.2585 31.7933 distance: 2.18677 vd v1346 point  30.0169 -30 32.9706
23.1806 -12.5541 -14.5293 distance: 1.0142 vd v1382 point  24 -12.1395 -14.9597
32.3207 -5.36442 5.33524 distance: 1.0806 vd v1556 point  32.888 -6 6
31.2615 -4.8964 -4.56356 distance: 1.57677 vd v42303 point  30.1588 -6 -4.79227
32.3276 -5.30021 -5.18078 distance: 1.27001 vd v1555 point  33 -6 -6
21.7294 5.20676 5.2668 distance: 1.30342 vd v1231 point  21 6 6
32.1182 -3.99302 -32.026 distance: 1.64694 vd v1560 point  33 -3 -33
23.4707 -4.9619 -12.6476 distance: 1.33307 vd v1385 point  24 -6 -12
21.2905 -5.70677 -32.3455 distance: 0.77377 vd v1199 point  21 -6 -33
32.4748 -5.35103 -21.7035 distance: 1.00136 vd v1553 point  33 -5.92811 -21.076
30.9868 23.0972 -12.7864 distance: 1.55155 vd v1486 point  30 24 -12
30.887 31.1187 -32.2508 distance: 1.17735 vd v31530 point  30 31.3136 -33
32.5277 32.2437 -32.3973 distance: 0.995256 vd v2 point  33 33 -32.8393
32.1125 21.717 -12.7219 distance: 1.35015 vd v1588 point  33 21 -12
30.8992 32.4558 -32.3518 distance: 1.10313 vd v1502 point  30 33 -32.6869
21.493 32.561 -3.45989 distance: 0.804514 vd v1298 point  21 33 -3
31.9356 30.9265 5.04015 distance: 1.64529 vd v1604 point  32.9796 30 5.91115
21.7684 23.5376 -23.5525 distance: 1.00227 vd v1272 point  21 24 -24
21.8366 12.789 14.2076 distance: 1.39655 vd v1260 point  21 12 15
21.9828 12.711 23.1897 distance: 1.45883 vd v1264 point  21 12 24
22.9903 12.9034 13.0431 distance: 1.70989 vd v1438 point  24 12 12
21.3017 12.1111 -32.3787 distance: 0.699557 vd v1241 point  21 12 -33
32.2532 12.555 -32.2698 distance: 0.99058 vd v1576 point  32.6274 12 -33
23.4089 31.972 -21.643 distance: 1.24915 vd v1505 point  24 32.9298 -21.1012
22.8293 22.9488 31.9285 distance: 1.57883 vd v1497 point  23.639 24 32.7841
23.1595 12.553 5.44881 distance: 0.909467 vd v1434 point  23.8737 12 5.55441
23.4937 32.564 -32.4588 distance: 0.859829 vd v1501 point  24 33 -33
12.8566 -23.1293 -32.1884 distance: 1.46649 vd v961 point  12 -24 -33
14.3156 -32.4536 32.3485 distance: 1.0915 vd v1147 point  15 -33 33
3.54739 -32.302 32.1667 distance: 1.06696 vd v782 point  3 -32.7448 32.9684
4.05791 -22.9663 -23.0635 distance: 1.75062 vd v786 point  3 -24 -24
3.77466 -3.29229 -21.2941 distance: 0.878653 vd v832 point  3 -3 -21
5.1467 -12.8026 21.776 distance: 1.2563 vd v1003 point  5.88312 -12 21.15
23.1184 -32.2328 -21.8885 distance: 1.32789 vd v1322 point  24 -32.6763 -21
14.3295 -32.0899 -32.1884 distance: 1.39158 vd v1118 point  15 -33 -33
3.85163 12.8204 -12.7804 distance: 1.41677 vd v879 point  3 12 -12
3.71367 -12.5523 -12.4638 distance: 0.93659 vd v809 point  3 -12.1614 -12
5.47047 30.5841 32.4113 distance: 0.983906 vd v1099 point  6 30 33
5.11495 3.86834 32.2923 distance: 1.35822 vd v1033 point  6 3.11963 33
4.99254 -14.3672 -23.3377 distance: 1.17932 vd v964 point  6 -14.7857 -23.7857
5.49114 23.4165 -12.6583 distance: 1.01627 vd v1084 point  6 24 -12
14.0816 -14.0777 -13.9971 distance: 1.64315 vd v1155 point  15 -15 -15
5.20566 23.4057 32.4003 distance: 1.04925 vd v1098 point  6 23.7781 32.9758
-3.4816 21.4041 -32.5203 distance: 0.79078 vd v872 point  -3 21 -33
23.0709 31.1087 4.06157 distance: 1.79429 vd v1493 point  24 30 3
14.4431 32.1577 -32.3479 distance: 1.13316 vd v1291 point  15 33 -32.862
21.806 -21.565 -21.7151 distance: 1.21664 vd v1154 point  21 -21 -21
22.0723 -22.9418 -31.9221 distance: 1.13254 vd v60597 point  22.05 -24 -32.325
22.0723 -22.9418 -31.9221 distance: 1.52516 vd v33506 point  22.4545 -23.9508 -33
22.0723 -22.9418 -31.9221 distance: 1.50725 vd v53431 point  21 -24 -31.875
22.0723 -22.9418 -31.9221 distance: 1.1765 vd v60675 point  21.6043 -23 -33
22.0723 -22.9418 -31.9221 distance: 1.19887 vd v60586 point  21 -23 -32.4552
-14.1237 3.84613 -13.0249 distance: 1.59195 vd v454 point  -15 3 -12
-14.2394 23.2873 5.30655 distance: 1.06981 vd v520 point  -14.7142 24 5.94771
-13.1206 13.8346 13.9393 distance: 1.82959 vd v707 point  -12.191 15 15
5.4963 14.5439 -23.1314 distance: 1.10284 vd v1053 point  6 15 -24
5.08631 3.65608 -23.3167 distance: 1.17973 vd v1015 point  5.96836 3 -23.7448
14.2825 12.4436 5.55081 distance: 0.955684 vd v1232 point  15 12 6
32.3318 -23.3587 -32.6 distance: 1.00883 vd v1524 point  33 -24 -33
-3.83572 12.7824 -5.12466 distance: 1.44112 vd v859 point  -3 12 -6
-14.5839 -3.82141 -5.79773 distance: 0.887028 vd v427 point  -14.902 -3 -5.90204
-14.006 -3.99258 -12.873 distance: 1.6539 vd v424 point  -15 -3 -12
-12.944 -12.7595 -32.3435 distance: 1.3781 vd v609 point  -12 -12 -33
5.5843 -14.1787 5.7986 distance: 0.886719 vd v974 point  5.90204 -15 5.90204
14.0556 -4.0759 -4.85886 distance: 1.83074 vd v1205 point  15 -3 -6
14.0556 -4.0759 -4.85886 distance: 1.52711 vd v33637 point  14.9952 -4.45947 -6
5.0447 12.8461 5.19294 distance: 1.50989 vd v1043 point  6 12 6
3.82409 22.9879 5.09185 distance: 1.50519 vd v913 point  3.1183 23.9588 6
32.291 -32.5606 -12.438 distance: 0.94215 vd v1532 point  33 -33 -12
30.6781 -23.1846 -12.6247 distance: 1.23081 vd v1360 point  30 -24 -12
-12.9097 -5.40309 12.6445 distance: 1.06103 vd v630 point  -12.2293 -5.90056 12
5.21684 -5.14595 21.732 distance: 1.33813 vd v1006 point  6 -6 21.0628
-12.8993 -32.4616 5.30351 distance: 1.07322 vd v567 point  -12 -32.8504 5.74169
-13.0517 -23.3307 -23.3156 distance: 1.23857 vd v558 point  -12 -23.7857 -23.7857
-13.2669 -22.3188 -13.396 distance: 2.04013 vd v590 point  -12.5783 -21 -12
-14.0682 -3.60385 5.41096 distance: 1.25695 vd v431 point  -15 -3 6
-12.5652 -23.573 23.5378 distance: 0.845774 vd v577 point  -12 -24 24
-5.1388 -32.1229 32.1104 distance: 1.4069 vd v580 point  -6 -32.9487 32.8559
-5.22894 -21.6252 3.67295 distance: 1.05193 vd v597 point  -5.88312 -21.15 3
-4.03029 23.1584 21.7341 distance: 1.51944 vd v918 point  -3 24 21
-3.22417 -32.8466 3.26557 distance: 0.379893 vd v773 point  -3 -33 3
-3.96153 31.8246 -4.95851 distance: 1.76707 vd v933 point  -3 33 -5.86204
14.1788 -14.7985 -5.58455 distance: 0.886477 vd v1160 point  15 -14.902 -5.90204
-14.106 14.2986 32.4024 distance: 1.28392 vd v498 point  -15 15 33
-5.10637 -12.5824 -12.6491 distance: 1.24862 vd v620 point  -6 -12 -12
-3.58408 -32.4141 -32.4339 distance: 1.00247 vd v765 point  -3 -33 -33
-5.05445 31.924 -4.98968 distance: 1.62915 vd v756 point  -5.74415 33 -6
14.0723 -23.3528 5.2473 distance: 1.35872 vd v1139 point  15 -24 6
14.3157 5.36509 3.75516 distance: 1.10306 vd v1228 point  14.809 6 3
-13.0378 3.58171 32.3693 distance: 1.23385 vd v659 point  -12 3.09857 32.8297
-5.37843 -32.4972 -3.44045 distance: 0.912769 vd v562 point  -6 -33 -3
-21.9842 -31.9807 -13.25 distance: 1.43883 vd v32078 point  -21 -33 -13.5
-4.27672 -13.8389 -22.8178 distance: 1.6573 vd v32082 point  -4.25 -15 -24
-4.27672 -13.8389 -22.8178 distance: 1.861 vd v788 point  -3 -14.7857 -23.7857
-5.33399 -3.65673 -32.2983 distance: 0.966156 vd v637 point  -6 -3 -32.5403
-14.351 -12.4877 -3.72842 distance: 1.06186 vd v398 point  -14.9771 -12 -3.02291
-12.9027 -22.0096 -31.9601 distance: 1.7075 vd v584 point  -12 -21 -33
-22.8768 -4.16502 31.8689 distance: 1.97439 vd v172 point  -24 -3 33
-23.2475 -21.3971 3.39061 distance: 0.936248 vd v81 point  -24 -21 3
-23.2479 -32.1708 -5.30973 distance: 1.31521 vd v31 point  -24 -33 -6
-22.1529 -31.2497 -4.86919 distance: 1.92078 vd v339 point  -21 -30.2097 -6
-22.8343 -12.9505 32.0673 distance: 1.33437 vd v32164 point  -22.75 -12 33
-22.8343 -12.9505 32.0673 distance: 1.66809 vd v133 point  -24 -12.098 32.902
-22.856 -4.81752 31.9292 distance: 1.96308 vd v170 point  -24 -6 33
-13.0286 4.73029 5.04573 distance: 1.38915 vd v32179 point  -12.0625 4.4375 6
-13.0286 4.73029 5.04573 distance: 1.80345 vd v675 point  -12 5.86333 6
-13.0286 4.73029 5.04573 distance: 1.32138 vd v61133 point  -12.6721 6 4.96354
-13.0286 4.73029 5.04573 distance: 1.52193 vd v46135 point  -13.3283 6 5.8295
-23.0947 -3.77055 3.756 distance: 1.23246 vd v32183 point  -22.5 -3 3
-23.0947 -3.77055 3.756 distance: 1.40884 vd v161 point  -24 -3 3
-12.5296 -32.4277 14.1562 distance: 1.06336 vd v573 point  -12 -32.8817 14.9588
-22.9213 -12.9278 13.9367 distance: 1.77624 vd v122 point  -24 -12 15
-23.4618 32.4951 -21.4395 distance: 0.774811 vd v310 point  -24 32.9141 -21.072
-23.0566 32.2286 32.2699 distance: 1.42064 vd v325 point  -24 33 33
-12.7083 21.5873 32.4139 distance: 1.09091 vd v714 point  -12 21 33
-22.801 -31.022 13.9104 distance: 1.71638 vd v48 point  -23.7638 -30 14.8976
-12.5477 -30.4498 21.5825 distance: 0.776357 vd v576 point  -12.2299 -30.0467 21
-12.688 23.2111 30.6592 distance: 1.237 vd v740 point  -12 24 30
-12.4592 32.4933 -32.5872 distance: 0.798762 vd v746 point  -12 33 -33
-12.8677 21.4456 -12.6452 distance: 1.09083 vd v697 point  -12 21 -12.1569
-13.1905 21.7941 -32.0896 distance: 1.6961 vd v690 point  -12 21 -33
-12.3884 32.3556 -23.6471 distance: 0.831093 vd v749 point  -12 33 -24
-21.7563 23.4307 -32.5273 distance: 1.0581 vd v501 point  -21 24 -33
-21.7108 5.57003 -32.5065 distance: 0.878605 vd v445 point  -21 5.90204 -32.902
-21.7285 -12.8258 -32.1654 distance: 1.38181 vd v386 point  -21 -12 -33
-23.3402 -3.63366 -3.44054 distance: 1.01534 vd v156 point  -24 -3 -3
-23.3013 -14.2682 -32.3456 distance: 1.205 vd v98 point  -24 -15 -33
-22.262 13.9173 -32.0439 distance: 1.43472 vd v32296 point  -22.4375 15 -32.9688
-22.262 13.9173 -32.0439 distance: 1.91808 vd v475 point  -21 15 -33
-23.3263 32.5326 -12.6144 distance: 1.02459 vd v312 point  -24 33 -12
-22.2223 22.1052 -4.04502 distance: 1.21309 vd v61278 point  -21.6108 22.0296 -3
-22.2223 22.1052 -4.04502 distance: 1.36088 vd v57746 point  -21 21.8964 -3.48423
-22.2223 22.1052 -4.04502 distance: 1.80896 vd v489 point  -21 21.0986 -3.17029
-21.7856 14.2483 -3.71361 distance: 1.19492 vd v486 point  -21.191 15 -3
-22.1275 5.03984 -3.92311 distance: 1.62823 vd v456 point  -21.191 6 -3
-30.9226 -5.25366 -21.7494 distance: 1.4035 vd v105 point  -30 -6 -21
-30.7394 3.88564 -12.7332 distance: 1.28915 vd v151 point  -30 3.12566 -12
-31.4774 30.9187 -4.37572 distance: 1.54788 vd v35371 point  -33 30.6875 -4.53125
-31.4774 30.9187 -4.37572 distance: 1.84733 vd v69456 point  -30 30.4286 -5.37054
-31.4774 30.9187 -4.37572 distance: 1.92581 vd v32380 point  -31.5938 29.8906 -6
-31.4774 30.9187 -4.37572 distance: 2.34901 vd v280 point  -30.4196 29.5918 -6
-31.4774 30.9187 -4.37572 distance: 2.40436 vd v279 point  -33 29.6946 -5.77721
-31.4774 30.9187 -4.37572 distance: 1.79047 vd v34381 point  -33 31.8129 -4.67202
-31.4774 30.9187 -4.37572 distance: 2.14717 vd v69455 point  -30 32.463 -4.16925
-31.4774 30.9187 -4.37572 distance: 2.19375 vd v2162 point  -30.8936 33 -4.00168
-31.4774 30.9187 -4.37572 distance: 2.2215 vd v2161 point  -31.9375 33 -3.75
-31.4774 30.9187 -4.37572 distance: 1.54772 vd v64477 point  -30 31.0625 -3.9375
-31.4774 30.9187 -4.37572 distance: 2.24543 vd v281 point  -30.1825 29.7052 -3
-31.4774 30.9187 -4.37572 distance: 1.69288 vd v32375 point  -31.375 29.9375 -3
-31.8849 13.3483 -31.7789 distance: 1.65394 vd v32351 point  -33 13.3136 -33
-32.3837 -5.44443 -14.4592 distance: 0.990428 vd v108 point  -33 -6 -15
-21.9108 12.8039 12.7677 distance: 1.3609 vd v466 point  -21.1257 12 12
-22.2272 14.0533 31.9937 distance: 1.37081 vd v32365 point  -22.4062 15 32.9688
-22.2272 14.0533 31.9937 distance: 1.57344 vd v497 point  -21.1263 14.5544 33
-32.0146 21.9191 5.16387 distance: 1.58581 vd v238 point  -33 21 6
-32.2259 23.6374 5.66989 distance: 0.786552 vd v283 point  -32.9008 23.8703 6
-30.4528 30.861 -32.4298 distance: 1.03054 vd v261 point  -30 30.0558 -32.8866
-23.5258 3.66592 32.514 distance: 0.743469 vd v212 point  -24 3.36323 33
-21.5044 3.54835 32.5732 distance: 0.858637 vd v444 point  -21 3 33
30.4968 -30.4969 -30.7151 distance: 1.00257 vd v1319 point  30 -30 -30
32.3738 -30.7801 -32.3312 distance: 1.20333 vd v1522 point  33 -30 -33
-23.5031 32.5031 -30.7152 distance: 1.00262 vd v308 point  -24 33 -30
-21.4336 32.4203 -32.509 distance: 0.874733 vd v528 point  -21 33 -33
-5.50318 -12.4969 -30.7151 distance: 1.00257 vd v611 point  -6 -12 -30
-3.62621 -12.7801 -32.3312 distance: 1.20333 vd v800 point  -3 -12 -33
21.4968 -30.4969 -30.7151 distance: 1.00257 vd v1123 point  21 -30 -30
23.3738 -30.7801 -32.3312 distance: 1.20333 vd v1317 point  24 -30 -33
30.4992 5.50088 -30.7168 distance: 1.006 vd v1424 point  30 6 -30
32.3734 5.21953 -32.3309 distance: 1.20392 vd v1574 point  33 6 -33
-4.47097 0.340847 31.4288 distance: 2.03746 vd v1612 point  -3.24887 -0.0937537 33
-4.47097 0.340847 31.4288 distance: 1.43029 vd v26178 point  -4.5 0.28125 30
-4.47097 0.340847 31.4288 distance: 1.54921 vd v26152 point  -3.875 0.28125 30
-4.47097 0.340847 31.4288 distance: 2.10757 vd v1611 point  -5.85371 0.0937482 33
-4.47097 0.340847 31.4288 distance: 1.54134 vd v26639 point  -6 0.34375 31.2344
-32.2788 21.5525 12.8178 distance: 1.0696 vd v243 point  -32.7228 21 12.0168
23.1525 -30.6134 32.3082 distance: 1.23001 vd v1345 point  24 -30.0169 32.9706
-22.0769 31.9498 22.9501 distance: 1.83435 vd v543 point  -21 33 24
-22.1607 -3.92842 -4.00969 distance: 1.66917 vd v426 point  -21.0588 -3 -3.1671
-19.6458 22.4745 13.5546 distance: 1.88965 vd v1846 point  -19.6692 21.2576 15
-19.6458 22.4745 13.5546 distance: 1.55639 vd v30003 point  -19.721 22.4749 12
-19.6458 22.4745 13.5546 distance: 2.03692 vd v7626 point  -20.2043 24 14.7835
-19.6458 22.4745 13.5546 distance: 1.78886 vd v65084 point  -20.1402 21 12.6706
-19.6458 22.4745 13.5546 distance: 1.82497 vd v65079 point  -20.4209 21 14.2999
-19.6458 22.4745 13.5546 distance: 1.46764 vd v29994 point  -19.8149 22.6647 15
13.4328 -0.602915 31.4619 distance: 1.71027 vd v2013 point  15 -0.813105 30.8103
13.4328 -0.602915 31.4619 distance: 1.60015 vd v58158 point  12 -0.314632 30.8104
13.4328 -0.602915 31.4619 distance: 2.05983 vd v31112 point  12 -1.30694 32.7637
13.4328 -0.602915 31.4619 distance: 1.51437 vd v1738 point  12 -0.1125 31.4625
13.4328 -0.602915 31.4619 distance: 1.78252 vd v9986 point  12.5834 -0.30225 33
13.4328 -0.602915 31.4619 distance: 1.95389 vd v1966 point  12.2048 -0.187623 30
21.9725 5.28047 -32.1821 distance: 1.46025 vd v1222 point  21 6 -33
-22.5098 13.5098 -11.4212 distance: 1.61766 vd v50683 point  -21 13.3125 -10.875
-22.5098 13.5098 -11.4212 distance: 1.85838 vd v50701 point  -21.5584 15 -10.8488
-22.5098 13.5098 -11.4212 distance: 1.71131 vd v39182 point  -21 14.1009 -10.8738
-22.5098 13.5098 -11.4212 distance: 1.59866 vd v2316 point  -22.5 15 -12
-22.5098 13.5098 -11.4212 distance: 1.59704 vd v50598 point  -24 13.6875 -10.875
-22.5098 13.5098 -11.4212 distance: 1.70096 vd v39169 point  -24 12.8991 -10.8738
-22.5098 13.5098 -11.4212 distance: 1.61539 vd v50807 point  -22.6875 12 -10.875
22.4112 -13.4812 5.46337 distance: 2.14154 vd v1188 point  21 -15 6
22.4112 -13.4812 5.46337 distance: 2.23308 vd v1367 point  23.8937 -15 6.15776
22.4112 -13.4812 5.46337 distance: 1.76887 vd v15075 point  23.3778 -12 5.43724
22.4112 -13.4812 5.46337 distance: 1.75454 vd v11400 point  24 -12.7399 5.53167
13.382 -31.441 -20.5944 distance: 2.03736 vd v2438 point  12 -30 -21
13.382 -31.441 -20.5944 distance: 1.76296 vd v49395 point  14.3774 -30 -20.3928
13.382 -31.441 -20.5944 distance: 1.49862 vd v2255 point  13.3125 -30 -21
-13.4884 4.97311 23.0606 distance: 1.90284 vd v37187 point  -12 3.9743 23.6992
-13.4884 4.97311 23.0606 distance: 1.71188 vd v9259 point  -12 4.96875 23.9062
-13.4884 4.97311 23.0606 distance: 2.21062 vd v50043 point  -15 3.37237 22.8615
-13.4884 4.97311 23.0606 distance: 2.05698 vd v50261 point  -12.9375 3 22.875
-13.4884 4.97311 23.0606 distance: 2.07441 vd v39121 point  -14.1009 3 22.8738
-13.4884 4.97311 23.0606 distance: 1.63275 vd v45124 point  -15 5.22321 23.625
-13.4884 4.97311 23.0606 distance: 2.12105 vd v682 point  -12.0625 6.23135 24
-13.4884 4.97311 23.0606 distance: 1.44293 vd v32064 point  -13.375 6.0625 24
-13.4884 4.97311 23.0606 distance: 2.17117 vd v469 point  -14.7373 6.48041 24
4.59205 -4.66672 13.4942 distance: 1.4178 vd v1713 point  6 -4.5 13.5
4.59205 -4.66672 13.4942 distance: 1.52652 vd v51997 point  4.45312 -4.875 15
4.59205 -4.66672 13.4942 distance: 1.76003 vd v40574 point  3.7213 -4.93493 15
-4.49835 -4.49059 11.8119 distance: 2.02422 vd v2453 point  -3 -5.85123 11.8444
-4.49835 -4.49059 11.8119 distance: 1.52106 vd v2272 point  -4.3125 -6 11.8393
-4.49835 -4.49059 11.8119 distance: 1.5247 vd v20608 point  -6 -4.2375 11.8875
21.7845 23.1148 3.91665 distance: 1.35784 vd v1277 point  21.1212 24 3.12913
-31.4086 -22.2815 -4.40047 distance: 1.99832 vd v2805 point  -30 -22.5 -3
-31.4086 -22.2815 -4.40047 distance: 1.42645 vd v2637 point  -30 -22.241 -4.62163
-31.4086 -22.2815 -4.40047 distance: 1.62838 vd v2632 point  -33 -22.0984 -4.69306
-31.4086 -22.2815 -4.40047 distance: 2.04454 vd v2801 point  -33 -22.6339 -3.16618
-31.4086 -22.2815 -4.40047 distance: 1.42036 vd v2638 point  -31.5 -22.5 -3
4.51563 -24.5161 -31.521 distance: 1.71176 vd v64523 point  6 -23.7563 -31.1344
4.51563 -24.5161 -31.521 distance: 2.17485 vd v3080 point  6 -23.262 -30.5443
4.51563 -24.5161 -31.521 distance: 1.78137 vd v3183 point  3 -23.7969 -30.9219
4.51563 -24.5161 -31.521 distance: 1.8093 vd v3185 point  4.95 -23.5688 -33
4.51563 -24.5161 -31.521 distance: 2.25376 vd v3165 point  6 -23.586 -32.9391
4.51563 -24.5161 -31.521 distance: 2.119 vd v3072 point  5.58038 -23.4349 -33
4.51563 -24.5161 -31.521 distance: 1.48382 vd v3844 point  4.40625 -24.4688 -33
4.51563 -24.5161 -31.521 distance: 1.51812 vd v3843 point  3 -24.4688 -31.5938
4.51563 -24.5161 -31.521 distance: 2.03812 vd v23616 point  5.83735 -24.9845 -33
4.51563 -24.5161 -31.521 distance: 1.92727 vd v23465 point  6 -24.9377 -32.6756
4.51563 -24.5161 -31.521 distance: 1.5473 vd v22355 point  6 -24.9375 -31.4062
4.51563 -24.5161 -31.521 distance: 1.5228 vd v72718 point  4.48125 -24.45 -30
4.51563 -24.5161 -31.521 distance: 1.76358 vd v3466 point  5.36524 -24.2421 -30
13.4832 -22.4535 -9.90914 distance: 1.95587 vd v72273 point  12.3562 -21 -9.24375
13.4832 -22.4535 -9.90914 distance: 1.85561 vd v3122 point  12 -21.3979 -9.54968
13.4832 -22.4535 -9.90914 distance: 1.69458 vd v65033 point  13.3594 -21 -9.04688
13.4832 -22.4535 -9.90914 distance: 1.48893 vd v35410 point  12 -22.4062 -10.0312
13.4832 -22.4535 -9.90914 distance: 1.81153 vd v7741 point  12.5676 -24 -9.68144
13.4832 -22.4535 -9.90914 distance: 1.69778 vd v7536 point  13.6719 -24 -9.23438
13.4832 -22.4535 -9.90914 distance: 1.71209 vd v38395 point  15 -22.124 -9.18673
13.4832 -22.4535 -9.90914 distance: 1.54511 vd v35398 point  15 -22.6875 -10.0875
13.4832 -22.4535 -9.90914 distance: 1.65021 vd v72115 point  13.9688 -24 -10.2188
13.4832 -22.4535 -9.90914 distance: 1.95419 vd v7748 point  14.6303 -24 -9.57531
13.4832 -22.4535 -9.90914 distance: 1.96905 vd v72277 point  14.752 -21 -10.3022
13.4832 -22.4535 -9.90914 distance: 1.73732 vd v58419 point  15 -21.7389 -10.3638
13.4832 -22.4535 -9.90914 distance: 1.61965 vd v2966 point  14.1797 -21 -9.75
4.64088 -8.82859 -31.6421 distance: 1.93527 vd v3164 point  5.97052 -9.19394 -33
4.64088 -8.82859 -31.6421 distance: 1.74879 vd v64655 point  6 -8.14272 -30.7815
4.64088 -8.82859 -31.6421 distance: 1.97255 vd v9685 point  5.70316 -9.08548 -30
4.64088 -8.82859 -31.6421 distance: 1.50174 vd v35253 point  4.18125 -8.38125 -33
4.64088 -8.82859 -31.6421 distance: 1.78459 vd v72607 point  4.10938 -8.375 -30
4.64088 -8.82859 -31.6421 distance: 1.72096 vd v23511 point  3 -8.39076 -31.3636
4.64088 -8.82859 -31.6421 distance: 1.82413 vd v3074 point  5.4375 -9.75 -33
4.64088 -8.82859 -31.6421 distance: 1.84822 vd v3087 point  6 -9.75218 -32.4881
-12.4593 5.49327 -32.5871 distance: 0.798846 vd v662 point  -12 6 -33
-14.3275 -12.8214 -14.2665 distance: 1.15262 vd v393 point  -15 -12 -14.7154
4.5855 -15.9882 -31.4906 distance: 1.90666 vd v30377 point  6 -16.1437 -30.2216
4.5855 -15.9882 -31.4906 distance: 1.44198 vd v64541 point  6 -15.7969 -31.6953
4.5855 -15.9882 -31.4906 distance: 1.80132 vd v30361 point  3 -16.298 -30.6938
-13.5118 17.0789 22.408 distance: 2.04727 vd v30469 point  -12 16.3684 21.2244
-13.5118 17.0789 22.408 distance: 1.80129 vd v26530 point  -12.6366 16.3745 21
-13.5118 17.0789 22.408 distance: 1.66766 vd v30463 point  -12 16.375 22.4219
-13.5118 17.0789 22.408 distance: 1.92808 vd v24049 point  -12 16.4493 23.4257
-13.5118 17.0789 22.408 distance: 1.82177 vd v20779 point  -12.6668 16.8131 24
-13.5118 17.0789 22.408 distance: 1.66909 vd v72849 point  -12 17.375 21.7656
